N/A,Reference #,Service,Status,Source,Category,N/A,District   ,Lat,Long,Date Time,Department,Q,Year,N/A,N/A,N/A,Agent   ,Customer,N/A
1139,170322-000036,Graffiti,Open,CX Console,SideWalk,,,,,13:21.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
548,170301-000041,Pothole,Open,End-User pages,,High,,37.3382,121.8863,08:49.0,,Tier1,2017,1,3,9,Nishi Jahagirdar,Shubhangi Ghule,1
1123,170322-000032,Graffiti,Open,End-User pages,,,6,37.3196628,-121.9481566,13:43.0,,Tier1,2017,1,3,12,,Anonymous User,1
532,170228-000036,,Open,Public API,,High,,,,17:49.0,,Tier2,2017,1,2,9,,Anonymous User,1
516,170228-000008,,Open,Public API,,,,13.3794024,74.7404278,01:49.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1090,170321-000080,Streetlight Outage,Open,CX Console,,,,37.50339791,-121.9717464,08:53.0,,Tier1,2017,1,3,12,Pramod Bojja,Pramod Bojja,1
500,170227-000043,,Open,Public API,,,,13.40745709,74.78643268,16:26.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1074,170321-000038,Graffiti,Open,CX Console,SideWalk,,,,,57:28.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj march 21 new edit Test new,1
484,170227-000027,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,03:19.0,,Tier1,2017,1,2,9,Hemanth Kumar,Pramod Bojja,1
1043,170320-000149,General Request,Open,CX Console,,,3,37.3411251,-121.8895682,20:47.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
468,170226-000005,,Open,Public API,,,,13.3794024,74.7404278,15:35.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
1027,170320-000139,Streetlight Outage,Open,CX Console,,,1,37.309103,-121.99015,42:34.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
452,170224-000056,,Open,Public API,,,,,,54:29.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1009,170320-000088,Illegal Dumping,Open,CX Console,,,4,37.4039392,-121.8459428,49:35.0,,Tier1,2017,1,3,12,Kia O'Hara,Stanford Yanni,1
436,170224-000040,,Open,Public API,,,,37.3382,121.8863,01:36.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
992,170320-000056,Graffiti,Open,Public API,Painted Wall,,,37.2376349,-121.8071543,48:58.0,,,2017,1,3,12,,Anonymous User,1
976,170320-000015,General Request,Open,CX Console,City,,3,37.33532033,-121.897366,41:32.0,,Tier1,2017,1,3,12,ICS_Contact C,Pramod Bojja,1
960,170319-000055,Graffiti,Open,Public API,Tree,,,37.10965,-121.8646,39:18.0,,,2017,1,3,12,,Mahesh Kumar G Kumar G,1
944,170318-000034,Abandoned Vehicle,Open,End-User pages,,,3,37.3639472,-121.9289375,37:18.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
928,170317-000074,General Request,Open,CX Console,Other,,10,37.2110588,-121.8467424,36:40.0,,Tier1,2017,1,3,11,agent tier1,John Doe,1
912,170317-000031,Illegal Dumping,Open,Public API,,,,37.26108838,-121.9123076,47:29.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
896,170317-000003,General Request,Open,Public API,,,,37.08883009,-121.6448421,28:39.0,,Tier1,2017,1,3,11,,Anonymous User,1
880,170316-000042,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,52:49.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
864,170316-000022,Graffiti,Open,End-User pages,SideWalk,,3,37.3351874,-121.8810715,57:53.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
848,170316-000003,,Open,CX Console,,,,38.2323,-121.2121,19:46.0,,Tier1,2017,1,3,11,pradeep test,test 1,1
220,170216-000007,,Open,Public API,,,,13.37934,74.7405,28:46.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
414,170224-000018,,Open,Public API,,,,,,22:51.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
204,170215-000047,,Open,Public API,,,,37.3382,121.8863,29:37.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
398,170224-000002,,Open,Public API,,,,13.3794021,13.3794021,27:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
188,170215-000031,,Open,Public API,,,,13.3794024,74.7404278,00:48.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
753,170313-000028,Streetlight Outage,Open,CX Console,,,,37.3382,121.8863,56:08.0,,Tier1,2017,1,3,11,Test Agenttier1,SV Vishnu,1
720,170310-000007,,Open,Public API,,,,,,36:19.0,,Tier1,2017,1,3,10,,Pramod Bojja,1
704,170309-000001,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,51:32.0,,Tier1,2017,1,3,10,Pramod Bojja,Pramod Bojja,1
686,170307-000013,Pothole,Open,CX Console,,,,37.3382,121.8863,33:42.0,,Tier1,2017,1,3,10,Shubhangi Ghule,Shubhangi Ghule,1
669,170303-000033,Abandoned Vehicle,Open,Public API,,,,,,44:08.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
653,170303-000002,General Request,Open,Public API,,,,,,47:03.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
637,170302-000106,Abandoned Vehicle,Open,Public API,,High,,,,46:22.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
617,170302-000067,Graffiti,Open,Public API,Painted Wall,High,,13.3794021,13.3794021,55:28.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
601,170302-000051,Abandoned Vehicle,Open,Public API,,High,,,,42:53.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
585,170302-000035,Abandoned Vehicle,Open,Public API,,High,,12.12345679,12.12345679,14:02.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
569,170302-000017,,Open,Public API,,High,,22.45698701,12.12345679,33:21.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
553,170302-000001,,Open,Public API,,High,,13.3794024,74.7404278,35:26.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1128,170322-000043,,Open,End-User pages,,,,,,01:18.0,,Tier1,2017,1,3,12,,Swati Nadimpalli,1
537,170301-000006,,Open,Public API,,High,,,,00:45.0,,Tier2,2017,1,3,9,,Anonymous User,1
1111,170321-000104,,Open,Web Console,,,,,,08:06.0,,Tier1,2017,1,3,12,Desiree Jafferies,James Marshal,1
521,170228-000013,,Open,Public API,,,,13.3794024,74.7404278,51:21.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1095,170321-000091,General Request,Open,Web Console,,,,18.5076834,73.8007225,51:07.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,March 22 March 22,1
505,170227-000050,,Open,Public API,,,,,,13:40.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1079,170321-000053,Graffiti,Open,CX Console,Park Picnic Table,,,37.36251702,-122.0292664,53:30.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
489,170227-000032,,Open,Public API,,,,13.3794021,13.3794021,02:07.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1061,170321-000005,Graffiti,Open,CX Console,Park Picnic Table,,,37.36033397,-122.0608521,09:22.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
473,170227-000004,,Open,Public API,,,,37.3382,121.8863,24:47.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1032,170320-000145,General Request,Open,CX Console,County,,,38.4665444,-121.3474439,49:38.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
457,170225-000001,,Open,Public API,,,,12.9206767,74.8472911,45:13.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1014,170320-000099,Abandoned Vehicle,Open,CX Console,,,,37.7209909,-122.4806636,12:59.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
441,170224-000045,,Open,Public API,,,,37.3382,121.8863,44:57.0,,Tier2,2017,1,2,8,,Mahesh Kumar G Kumar G,1
997,170320-000065,Pothole,Open,CX Console,,,,,,35:31.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
981,170320-000030,Graffiti,Open,Public API,Unpainted Wall,,,37.23764,-121.8072,56:54.0,,,2017,1,3,12,,Anonymous User,1
965,170320-000000,Graffiti,Open,Public API,,,,37.24458645,-121.8684411,09:16.0,,,2017,1,3,12,,Anonymous User,1
949,170318-000039,Graffiti,Open,CX Console,SideWalk,,3,37.3308173,-121.8879329,41:06.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
933,170317-000086,Abandoned Vehicle,Open,CX Console,,,,,,08:06.0,,Tier1,2017,1,3,11,agent tier1,sivatest02 malyala,1
917,170317-000052,Illegal Dumping,Open,Public API,,,,37.12650205,-121.7709059,10:38.0,,Tier2,2017,1,3,11,,Anonymous User,1
901,170317-000009,General Request,Open,Public API,,,,37.26596474,-121.783236,03:12.0,,Tier1,2017,1,3,11,,Mahesh Kumar G Kumar G,1
885,170316-000047,Illegal Dumping,Open,Public API,,,,37.2376349,-121.8071543,34:42.0,,Tier2,2017,1,3,11,,Anonymous User,1
853,170316-000009,,Open,Public API,,,,37.2376349,-121.8071543,48:58.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
419,170224-000023,,Open,Public API,,,,12.12345679,12.12345679,59:53.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
209,170215-000052,,Open,Public API,,,,37.3382,121.8863,35:26.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
403,170224-000007,,Open,Public API,,,,13.3794024,74.7404278,41:32.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
193,170215-000036,,Open,Public API,,,,13.3794024,74.7404278,04:55.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
387,170223-000074,,Open,Public API,,,,12.12345679,12.12345679,24:23.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
177,170215-000020,,Open,Public API,,,,12.2365,12.54,43:33.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
371,170223-000058,,Open,Public API,,,,,,04:08.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
161,170215-000004,,Open,Public API,,,,12.2365,12.54,32:19.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
355,170223-000042,,Open,Public API,,,,12.12345679,12.12345679,03:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
145,170214-000034,,Open,Public API,,,,37.3382,121.8863,02:19.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
339,170223-000026,,Open,Public API,,,,12.12345679,121.8863,15:16.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
129,170214-000017,,Open,Public API,,,,37.3382,121.8863,11:28.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
323,170223-000009,,Open,Public API,,,,22.45698701,12.45698701,42:43.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
113,170214-000001,,Open,Public API,,,district name,37.3382,121.8863,29:47.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
307,170222-000024,General Request,Open,End-User pages,,,3,37.3351874,-121.8810715,51:56.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
291,170222-000008,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,19:21.0,,Tier1,2017,1,2,8,,Anonymous User,1
38,170131-000000,Streetlight Outage,Open,End-User pages,,,,35.18250753,-106.5689278,51:43.0,,Tier1,2017,1,1,5,,test test,1
243,170216-000030,,Open,Public API,,,,12.12345679,12.54,05:36.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
22,170112-000011,Streetlight Outage,Open,CX Console,,Medium,,,,20:23.0,Information Technology,Tier1,2017,1,1,2,agent tier1,John Smith,1
227,170216-000014,,Open,Public API,,,,13.37927,74.74049,08:52.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
833,170315-000063,Abandoned Vehicle,Open,Web Console,,,,37.3382,121.8863,48:50.0,,Tier1,2017,1,3,11,Colin Warren,Susan Duffy,1
817,170315-000026,Abandoned Vehicle,Open,Public API,,,,37.21421035,-121.7787296,36:20.0,,Tier2,2017,1,3,11,,Anonymous User,1
785,170314-000049,Graffiti,Open,Public API,,,,37.2376349,-121.8071543,31:18.0,,Tier2,2017,1,3,11,,Anonymous User,1
769,170314-000009,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,00:29.0,,Tier2,2017,1,3,11,,Nishi test8,1
890,170316-000052,General Request,Open,Public API,,,,37.2376349,-121.8071543,42:59.0,,Tier1,2017,1,3,11,,Anonymous User,1
858,170316-000015,Graffiti,Open,Public API,Painted Wall,,,37.2376349,-121.8071543,17:25.0,,Tier2,2017,1,3,11,,Fatima Mashooda,1
842,170315-000079,Graffiti,Open,End-User pages,SideWalk,,3,37.329008,-121.8887936,45:45.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
424,170224-000028,,Open,Public API,,,,,,06:03.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
214,170216-000001,,Open,Public API,,,,13.37931,74.74042,29:58.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
408,170224-000012,,Open,Public API,,,,,,56:15.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
198,170215-000041,,Open,Public API,,,,13.43085116,74.84226186,08:11.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
392,170223-000079,,Open,Public API,,,,,,35:27.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
182,170215-000025,,Open,Public API,,,,37.3382,121.8863,51:34.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
376,170223-000063,,Open,Public API,,,,38.32,212,08:34.0,,Tier2,2017,1,2,8,,Pramod Bojja,1
166,170215-000009,,Open,Public API,,,,37.3382,121.8863,38:46.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
360,170223-000047,,Open,Public API,,,,37.3382,121.8863,42:08.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
150,170214-000039,,Open,Public API,,,district name,37.3382,121.8863,31:46.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
344,170223-000031,,Open,Public API,,,,12.12345679,12.12345679,39:39.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
134,170214-000023,,Open,Public API,,,district name,37.3382,121.8863,11:17.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
328,170223-000014,,Open,Public API,,,,22.45698701,12.12345679,45:05.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
118,170214-000006,,Open,Public API,,,,37.3382,121.8863,44:40.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
312,170222-000029,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,22:38.0,,Tier1,2017,1,2,8,agent tier1,Trip Schweir,1
98,170209-000001,Abandoned Vehicle,Open,End-User pages,,,,12.9715987,77.5945627,33:16.0,,Tier1,2017,1,2,6,,test test,1
296,170222-000013,Pothole,Open,End-User pages,,,6,37.3011258,-121.9313481,12:01.0,,Tier1,2017,1,2,8,agent tier1,Pradeep Chandolu,1
280,170221-000013,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,24:31.0,,Tier1,2017,1,2,8,,Anonymous User,1
60,170207-000002,Streetlight Outage,Open,Public API,Street Light,,,,,36:07.0,,Tier2,2017,1,2,6,,Swati Nadimpalli,1
264,170220-000006,,Open,End-User pages,,,,37.3382,121.8863,35:38.0,,Tier1,2017,1,2,8,,Tets3 Tets3,1
43,170201-000002,General Request,Open,CX Console,Utility,,,,,46:06.0,,Tier1,2017,1,2,5,Colin Warren,Colin Warren,1
248,170217-000000,Graffiti,Open,End-User pages,Painted Wall,,6,37.3157584,-121.9273763,38:12.0,,Tier1,2017,1,2,7,Swati Nadimpalli,Swati Nadimpalli,1
232,170216-000019,Streetlight Outage,Open,End-User pages,Street Light,,,37.3382,121.8863,24:53.0,,Tier1,2017,1,2,7,,Shubhangi Ghule,1
838,170315-000074,,Open,CX Console,,,,37.33812,121.8863,00:23.0,,Tier1,2017,1,3,11,pradeep test,test 1,1
822,170315-000040,,Open,End-User pages,,,,37.3382,121.8863,42:48.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
806,170315-000008,Illegal Dumping,Open,Web Console,,,,37.3382,121.8863,30:01.0,,Tier1,2017,1,3,11,Prajakta Deep,Praj Test 1,1
790,170314-000056,Abandoned Vehicle,Open,Public API,,,,37.2376349,-121.8071543,03:15.0,,Tier2,2017,1,3,11,,Anonymous User,1
774,170314-000018,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,29:14.0,,Tier2,2017,1,3,11,,Nishi test8,1
758,170313-000045,,Open,Web Console,,,,37.3382,121.8863,22:38.0,,Tier1,2017,1,3,11,pradeep test,,1
742,170312-000027,Graffiti,Open,Public API,Light Pole,,,13.43216928,74.75038413,32:32.0,,Tier2,2017,1,3,11,,Anonymous User,1
709,170309-000006,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,01:51.0,,Tier1,2017,1,3,10,Hemanth Kumar,Nishi J,1
693,170308-000003,,Open,End-User pages,,,,37.3382,121.8863,23:19.0,,Tier1,2017,1,3,10,,Shubhangi Ghule,1
674,170305-000004,,Open,End-User pages,RV/Car,,3,37.3327303,-121.9012363,01:39.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
658,170303-000007,Graffiti,Open,Public API,Unpainted Wall,,,,,07:22.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
642,170302-000114,Graffiti,Open,Public API,SideWalk,High,,,,37:08.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
622,170302-000072,,Open,Public API,,High,district name,,,04:40.0,,Tier2,2017,1,3,9,,Swati Nadimpalli,1
606,170302-000056,Illegal Dumping,Open,End-User pages,,High,6,37.32123303,-121.9060135,58:46.0,,Tier1,2017,1,3,9,,Shubhangi Ghule,1
590,170302-000040,Abandoned Vehicle,Open,Public API,,High,,12.12345679,12.12345679,33:40.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
574,170302-000022,Streetlight Outage,Open,Public API,,High,,,,40:02.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
558,170302-000006,,Open,Public API,,High,,,,45:52.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1133,170322-000051,Streetlight Outage,Open,CX Console,,,3,37.33514225,-121.8812795,25:14.0,,Tier1,2017,1,3,12,Hemanth Kumar,ICS Integration,1
542,170301-000023,Graffiti,Open,CX Console,SideWalk,High,,37.3382,121.8863,54:30.0,,Tier1,2017,1,3,9,Hemanth Kumar,Pramod Bojja,1
1117,170322-000002,General Request,Open,Web Console,,,,,,54:32.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
526,170228-000029,,Open,CX Console,,High,,37.3382,121.8863,04:46.0,,Tier1,2017,1,2,9,Swati Nadimpalli,Swati Nadimpalli,1
510,170228-000001,,Open,Public API,,,,12.12345679,12.12345679,13:37.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
494,170227-000037,,Open,Public API,,,,13.3794024,74.7404278,10:15.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1068,170321-000023,General Request,Open,Public API,,,,37.23764,-121.8072,32:05.0,,Tier1,2017,1,3,12,,Anonymous User,1
478,170227-000009,,Open,CX Console,Trash,Medium,,37.3382,121.8863,28:09.0,,Tier1,2017,1,2,9,Krishna Reddy,Raj Purwar,1
1037,170320-000135,Pothole,Open,CX Console,,,3,37.3697642,-121.9009634,50:25.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
462,170225-000006,Abandoned Vehicle,Open,End-User pages,,,,17.4978129,78.3890801,43:24.0,,Tier1,2017,1,2,8,,Anonymous User,1
1021,170320-000125,General Request,Open,CX Console,,,,,,49:16.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
446,170224-000050,,Open,Public API,,,,13.3794024,74.7404278,27:45.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1002,170320-000070,,Open,Utilities,,,,,,59:43.0,,,2017,1,3,12,,Arun Prakash R,1
430,170224-000034,,Open,Public API,,,,,,43:46.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
986,170320-000043,Graffiti,Open,Public API,Tree,,,37.27211132,-121.9057526,10:42.0,,,2017,1,3,12,,Anonymous User,1
970,170320-000005,General Request,Open,Public API,,,,37.2865602,-121.8808329,39:10.0,,Tier1,2017,1,3,12,,Anonymous User,1
954,170318-000081,Graffiti,Open,CX Console,SideWalk,,,,,59:06.0,,Tier1,2017,1,3,11,Prajakta Deep,Prajakta Portal,1
938,170318-000015,Graffiti,Open,End-User pages,Painted Wall,,6,37.3196628,-121.9481566,17:33.0,,Tier1,2017,1,3,11,,Anonymous User,1
922,170317-000072,Abandoned Vehicle,Open,End-User pages,,,3,37.32676162,-121.8925381,28:02.0,,Tier1,2017,1,3,11,,ICS Integration,1
906,170317-000015,Streetlight Outage,Open,Public API,,,,37.19243064,-121.7698465,06:55.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
811,170315-000017,Graffiti,Open,Public API,Painted Wall,,,37.2376349,-121.8071543,03:16.0,,Tier2,2017,1,3,11,,Anonymous User,1
779,170314-000030,,Open,Public API,,,,22.45698701,12.12345679,42:05.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
763,170313-000062,Graffiti,Open,Public API,Unpainted Wall,,,13.30245744,74.77270011,39:54.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
747,170313-000003,Abandoned Vehicle,Open,Public API,,,,,,43:00.0,,Tier2,2017,1,3,11,,Anonymous User,1
731,170311-000044,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,13:56.0,,Tier1,2017,1,3,10,,Anonymous User,1
714,170309-000011,,Open,Public API,,,,,,46:49.0,,Tier1,2017,1,3,10,,Pramod Bojja,1
663,170303-000023,,Open,Public API,Trash,,,13.43730375,74.73496746,30:07.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
647,170302-000126,General Request,Open,Public API,,,,,,53:21.0,,Tier1,2017,1,3,9,,Anonymous User,1
627,170302-000079,Illegal Dumping,Open,Public API,,High,,,121.8863,26:29.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
611,170302-000061,,Open,Public API,,High,district name,37.3382,121.8863,46:13.0,,Tier2,2017,1,3,9,,Nishi test8,1
595,170302-000045,,Open,Public API,,High,,37.3382,121.8863,39:58.0,,Tier2,2017,1,3,9,,Nishi test8,1
579,170302-000028,Abandoned Vehicle,Open,Public API,,High,,37.3382,121.8863,56:33.0,,Tier2,2017,1,3,9,,Nishi test8,1
563,170302-000011,,Open,Public API,,High,,,,25:59.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1138,170322-000057,Graffiti,Open,Public API,Painted Wall,,,37.2376349,-121.8071543,10:23.0,,,2017,1,3,12,,Mahesh Kumar G Kumar G,1
547,170301-000040,,Open,Public API,,High,,,,58:13.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1122,170322-000030,Graffiti,Open,End-User pages,,,6,37.3196628,-121.9481566,10:02.0,,Tier1,2017,1,3,12,,Anonymous User,1
531,170228-000035,,Open,Public API,,High,,,,04:28.0,,Tier2,2017,1,2,9,,Anonymous User,1
515,170228-000007,,Open,Public API,,,,13.3794024,74.7404278,00:39.0,,Tier2,2017,1,2,9,,Anonymous User,1
1089,170321-000079,Pothole,Open,CX Console,,,2,37.2406541,-121.7596763,07:29.0,,Tier1,2017,1,3,12,Chris Mills,John Smith,1
499,170227-000042,,Open,Public API,,,,13.34968093,74.78195071,15:41.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1073,170321-000037,Abandoned Vehicle,Open,CX Console,,,,,,39:27.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test,1
483,170227-000026,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,23:20.0,,Tier1,2017,1,2,9,,Swati Nadimpalli,1
1055,170320-000164,Abandoned Vehicle,Open,CX Console,,,,37.3235634,-121.9587047,12:53.0,,Tier1,2017,1,3,12,Kia O'Hara,Susan Duffy,1
467,170226-000004,Abandoned Vehicle,Open,End-User pages,,,,17.4977238,78.3890712,26:15.0,,Tier1,2017,1,2,9,,Anonymous User,1
1026,170320-000136,Pothole,Open,CX Console,,,,37.5548594,-122.2468969,34:20.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
451,170224-000055,,Open,Public API,,,,37.3382,121.8863,00:08.0,,Tier2,2017,1,2,8,,Mahesh Kumar G Kumar G,1
1008,170320-000090,General Request,Open,CX Console,City,,1,37.3039427,-122.0094885,37:39.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
435,170224-000039,Abandoned Vehicle,Open,End-User pages,,,,17.4978929,78.3890691,53:47.0,,Tier1,2017,1,2,8,,Anonymous User,1
991,170320-000055,Abandoned Vehicle,Open,Web Console,Shopping Carts,,,,,44:08.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test,1
959,170319-000054,Graffiti,Open,End-User pages,Painted Wall,,,,,20:39.0,,Tier1,2017,1,3,12,,Siva Malyala,1
943,170318-000033,Illegal Dumping,Open,End-User pages,,,3,37.3351874,-121.8810715,35:22.0,,Tier1,2017,1,3,11,,Anonymous User,1
927,170317-000077,Abandoned Vehicle,Open,CX Console,,,1,37.314586,-121.977077,36:35.0,,Tier1,2017,1,3,11,agent tier1,sivatest01 m,1
911,170317-000030,Graffiti,Open,Public API,Chain Link Fence,,,37.32634038,-121.9887516,45:14.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
895,170317-000001,General Request,Open,Public API,,,,37.14139925,-121.8071017,24:53.0,,Tier1,2017,1,3,11,,Anonymous User,1
879,170316-000041,,Open,Web Console,,,,,,07:04.0,,Tier1,2017,1,3,11,Test Agenttier2,demo_nishi_first demo_nishi_last,1
863,170316-000021,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,52:08.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
847,170316-000000,,Open,Public API,,,,22.45698701,12.12345679,00:39.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
219,170216-000006,,Open,Public API,,,,13.37934,74.7405,27:44.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
413,170224-000017,,Open,Public API,,,,,,22:44.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
203,170215-000046,,Open,Public API,,,,13.3794024,74.7404278,26:53.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
397,170224-000001,General Request,Open,CX Console,City,,,37.3382,121.8863,06:16.0,Library,Tier1,2017,1,2,8,Nishi Jahagirdar,Nishi test8,1
187,170215-000030,,Open,Public API,,,,12.12345679,12.54,58:03.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
381,170223-000068,,Open,Public API,,,,,,10:48.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
171,170215-000014,,Open,Public API,,,,12.2365,12.54,41:46.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
365,170223-000052,,Open,Public API,,,,,,55:56.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
155,170214-000044,,Open,Public API,,,,37.3382,121.8863,26:31.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
